MovieID,budget,company,companyID,country,director,genre,gross,Movie,rating,Released Date,runtime,score,Actor,votes,writer,year
Palo AltoEmma Roberts2013,0,RabbitBandini Productions,RabbitBandini ProductionsUSA,USA,Gia Coppola,Drama,750100,Palo Alto,R,5/9/2014,100,6.3,Emma Roberts,22964,Gia Coppola,2013
BelleGugu Mbatha-Raw2013,10900000,DJ Films,DJ FilmsUK,UK,Amma Asante,Biography,10726630,Belle,PG,6/13/2014,100,7.4,Gugu Mbatha-Raw,23053,Misan Sagay,2013
Kill Your DarlingsDaniel Radcliffe2013,0,Killer Films,Killer FilmsUSA,USA,John Krokidas,Biography,1029949,Kill Your Darlings,R,9/19/2013,104,6.5,Daniel Radcliffe,29273,Austin Bunn,2013
The DoubleJesse Eisenberg2013,0,Alcove Entertainment,Alcove EntertainmentUK,UK,Richard Ayoade,Comedy,200268,The Double,R,4/4/2014,93,6.5,Jesse Eisenberg,39922,Fyodor Dostoevsky,2013
ContractedNajarra Townsend2013,0,BoulderLight Pictures,BoulderLight PicturesUSA,USA,Eric England,Drama,4105,Contracted,NOT RATED,11/22/2013,84,5.3,Najarra Townsend,11798,Eric England,2013
Scary Movie 5Simon Rex2013,20000000,Dimension Films,Dimension FilmsUSA,USA,Malcolm D. Lee,Comedy,32015787,Scary Movie 5,PG-13,4/12/2013,88,3.5,Simon Rex,54324,David Zucker,2013
Ain't Them Bodies SaintsRooney Mara2013,0,Sailor Bear,Sailor BearUSA,USA,David Lowery,Crime,387606,Ain't Them Bodies Saints,R,8/16/2013,96,6.4,Rooney Mara,17678,David Lowery,2013
PhilomenaJudi Dench2013,12000000,The Weinstein Company,The Weinstein CompanyUK,UK,Stephen Frears,Biography,37707719,Philomena,PG-13,11/27/2013,98,7.6,Judi Dench,82660,Steve Coogan,2013
Runner RunnerBen Affleck2013,30000000,Regency Enterprises,Regency EnterprisesUSA,USA,Brad Furman,Crime,19316646,Runner Runner,R,10/4/2013,88,5.6,Ben Affleck,55262,Brian Koppelman,2013
All Is LostRobert Redford2013,9000000,Before The Door Pictures,Before The Door PicturesUSA,USA,J.C. Chandor,Action,6263670,All Is Lost,PG-13,11/7/2013,106,6.9,Robert Redford,64524,J.C. Chandor,2013
NebraskaBruce Dern2013,12000000,Paramount Vantage,Paramount VantageUSA,USA,Alexander Payne,Adventure,17654912,Nebraska,R,1/24/2014,115,7.7,Bruce Dern,97893,Bob Nelson,2013
Upstream ColorAmy Seimetz2013,50000,erbp,erbpUSA,USA,Shane Carruth,Drama,444098,Upstream Color,NOT RATED,1/3/2014,96,6.7,Amy Seimetz,25775,Shane Carruth,2013
Enough SaidJulia Louis-Dreyfus2013,8000000,Fox Searchlight Pictures,Fox Searchlight PicturesUSA,USA,Nicole Holofcener,Comedy,17536788,Enough Said,PG-13,10/11/2013,93,7.1,Julia Louis-Dreyfus,52358,Nicole Holofcener,2013
Amores infielesLiam Neeson2013,28000000,Corsan,CorsanBelgium,Belgium,Paul Haggis,Drama,1019038,Amores infieles,R,3/20/2015,137,6.4,Liam Neeson,22766,Paul Haggis,2013
EpicAmanda Seyfried2013,100000000,Twentieth Century Fox Animation,Twentieth Century Fox AnimationUSA,USA,Chris Wedge,Animation,107518682,Epic,PG,5/24/2013,102,6.7,Amanda Seyfried,90501,James V. Hart,2013
Delivery ManVince Vaughn2013,26000000,Touchstone Pictures,Touchstone PicturesUSA,USA,Ken Scott,Comedy,30664106,Delivery Man,PG-13,11/22/2013,105,6.4,Vince Vaughn,65081,Ken Scott,2013
The To Do ListAubrey Plaza2013,1500000,3 Arts Entertainment,3 Arts EntertainmentUSA,USA,Maggie Carey,Comedy,3447339,The To Do List,R,7/26/2013,104,5.8,Aubrey Plaza,32105,Maggie Carey,2013
Europa ReportSharlto Copley2013,0,Wayfare Entertainment,Wayfare EntertainmentUSA,USA,Sebastián Cordero,Drama,125687,Europa Report,PG-13,6/27/2013,97,6.5,Sharlto Copley,58171,Philip Gelatt,2013
Dark SkiesKeri Russell2013,3500000,Alliance Films,Alliance FilmsUSA,USA,Scott Stewart,Horror,17411930,Dark Skies,PG-13,2/22/2013,97,6.3,Keri Russell,61914,Scott Stewart,2013
Labor DayKate Winslet2013,18000000,Indian Paintbrush,Indian PaintbrushUSA,USA,Jason Reitman,Drama,13362308,Labor Day,PG-13,1/31/2014,111,6.9,Kate Winslet,35029,Jason Reitman,2013
V/H/S/2Lawrence Michael Levine2013,0,"Collective Studios, The","Collective Studios, TheUSA",USA,Simon Barrett,Horror,21833,V/H/S/2,R,6/6/2013,96,6.1,Lawrence Michael Levine,30156,Simon Barrett,2013
RedemptionJason Statham2013,20000000,Lionsgate,LionsgateUK,UK,Steven Knight,Action,34956,Redemption,R,8/23/2013,100,6.2,Jason Statham,56365,Steven Knight,2013
Cloudy with a Chance of Meatballs 2Bill Hader2013,78000000,Columbia Pictures,Columbia PicturesUSA,USA,Cody Cameron,Animation,119793567,Cloudy with a Chance of Meatballs 2,PG,9/27/2013,95,6.4,Bill Hader,71615,Erica Rivinoja,2013
The CanyonsLindsay Lohan2013,250000,Prettybird,PrettybirdUSA,USA,Paul Schrader,Drama,49494,The Canyons,R,8/2/2013,99,3.9,Lindsay Lohan,9126,Bret Easton Ellis,2013
Se levanta el vientoHideaki Anno2013,30000000,Studio Ghibli,Studio GhibliJapan,Japan,Hayao Miyazaki,Animation,5209580,Se levanta el viento,PG-13,2/21/2014,126,7.8,Hideaki Anno,51601,Hayao Miyazaki,2013
The Fifth EstateBenedict Cumberbatch2013,28000000,DreamWorks,DreamWorksUSA,USA,Bill Condon,Biography,3254172,The Fifth Estate,R,10/18/2013,128,6.2,Benedict Cumberbatch,32623,Daniel Domscheit-Berg,2013
Broken CityMark Wahlberg2013,35000000,Emmett/Furla/Oasis Films (EFO Films),Emmett/Furla/Oasis Films (EFO Films)USA,USA,Allen Hughes,Crime,19701164,Broken City,R,1/18/2013,109,6.2,Mark Wahlberg,67526,Brian Tucker,2013
The ImmigrantMarion Cotillard2013,16000000,Worldview Entertainment,Worldview EntertainmentUSA,USA,James Gray,Drama,2013456,The Immigrant,R,5/23/2014,120,6.6,Marion Cotillard,23805,James Gray,2013
Fruitvale StationMichael B. Jordan2013,900000,Forest Whitaker's Significant Productions,Forest Whitaker's Significant ProductionsUSA,USA,Ryan Coogler,Biography,16097842,Fruitvale Station,R,7/26/2013,85,7.5,Michael B. Jordan,59913,Ryan Coogler,2013
Un pasado imborrableColin Firth2013,18000000,Archer Street Productions,Archer Street ProductionsSwitzerland,Switzerland,Jonathan Teplitzky,Biography,4435083,Un pasado imborrable,R,5/23/2014,116,7.1,Colin Firth,31065,Frank Cottrell Boyce,2013
ParanoiaLiam Hemsworth2013,35000000,Relativity Media,Relativity MediaUSA,USA,Robert Luketic,Drama,7376027,Paranoia,PG-13,8/16/2013,106,5.7,Liam Hemsworth,30891,Jason Hall,2013
Grudge MatchRobert De Niro2013,40000000,Callahan Filmworks,Callahan FilmworksUSA,USA,Peter Segal,Comedy,29807260,Grudge Match,PG-13,12/25/2013,113,6.4,Robert De Niro,50116,Tim Kelleher,2013
DianaNaomi Watts2013,15000000,Ecosse Films,Ecosse FilmsUK,UK,Oliver Hirschbiegel,Biography,331634,Diana,PG-13,12/20/2013,113,5.5,Naomi Watts,16386,Stephen Jeffreys,2013
TurboRyan Reynolds2013,135000000,DreamWorks Animation,DreamWorks AnimationUSA,USA,David Soren,Animation,83028128,Turbo,PG,7/17/2013,96,6.5,Ryan Reynolds,67648,Darren Lemke,2013
AustenlandKeri Russell2013,0,Fickle Fish Films,Fickle Fish FilmsUK,UK,Jerusha Hess,Comedy,2151202,Austenland,PG-13,9/27/2013,97,6.3,Keri Russell,16374,Jerusha Hess,2013
Adult WorldEmma Roberts2013,0,Treehouse Pictures,Treehouse PicturesUSA,USA,Scott Coffey,Comedy,16740,Adult World,R,2/14/2014,97,6.2,Emma Roberts,14692,Andy Cochran,2013
A Haunted HouseMarlon Wayans2013,2500000,Open Road Films,Open Road FilmsUSA,USA,Michael Tiddes,Comedy,40041683,A Haunted House,R,1/11/2013,86,5.1,Marlon Wayans,37158,Marlon Wayans,2013
The SacramentJoe Swanberg2013,4000000,Worldview Entertainment,Worldview EntertainmentUSA,USA,Ti West,Horror,9039,The Sacrament,R,5/1/2014,99,6.1,Joe Swanberg,13644,Ti West,2013
How I Live NowSaoirse Ronan2013,0,BFI Film Fund,BFI Film FundUK,UK,Kevin Macdonald,Drama,60213,How I Live Now,R,10/4/2013,101,6.5,Saoirse Ronan,23772,Meg Rosoff,2013
PlanesCarlos Alazraqui2013,50000000,Prana Studios,Prana StudiosUSA,USA,Klay Hall,Animation,90288712,Planes,PG,8/9/2013,91,5.8,Carlos Alazraqui,37338,John Lasseter,2013
We Are What We AreBill Sage2013,0,Belladonna Productions,Belladonna ProductionsUSA,USA,Jim Mickle,Drama,76633,We Are What We Are,R,10/25/2013,105,5.9,Bill Sage,16772,Nick Damici,2013
Bad GrandpaJohnny Knoxville2013,15000000,Dickhouse Productions,Dickhouse ProductionsUSA,USA,Jeff Tremaine,Comedy,102003019,Bad Grandpa,R,10/25/2013,92,6.5,Johnny Knoxville,81683,Johnny Knoxville,2013
Afternoon DelightKathryn Hahn2013,0,Whitewater Films,Whitewater FilmsUSA,USA,Jill Soloway,Comedy,174496,Afternoon Delight,R,12/11/2013,98,5.8,Kathryn Hahn,8099,Jill Soloway,2013
JoeNicolas Cage2013,4000000,Worldview Entertainment,Worldview EntertainmentUSA,USA,David Gordon Green,Drama,373375,Joe,R,4/11/2014,117,6.9,Nicolas Cage,39431,Gary Hawkins,2013
Killing SeasonRobert De Niro2013,0,Millennium Films,Millennium FilmsUSA,USA,Mark Steven Johnson,Action,27713,Killing Season,R,9/20/2013,91,5.4,Robert De Niro,30687,Evan Daugherty,2013
Fading GigoloJohn Turturro2013,0,Antidote Films (I),Antidote Films (I)USA,USA,John Turturro,Comedy,3763973,Fading Gigolo,R,7/17/2014,90,6.2,John Turturro,20930,John Turturro,2013
Gimme ShelterVanessa Hudgens2013,3300000,Day Twenty- Eight Films,Day Twenty- Eight FilmsUSA,USA,Ron Krauss,Drama,1359563,Gimme Shelter,PG-13,10/29/2014,100,6.5,Vanessa Hudgens,7082,Ron Krauss,2013
Starred UpJack O'Connell2013,0,Film4,Film4UK,UK,David Mackenzie,Crime,34100,Starred Up,NOT RATED,8/26/2014,106,7.4,Jack O'Connell,35739,Jonathan Asser,2013
TracksMia Wasikowska2013,0,Screen Australia,Screen AustraliaAustralia,Australia,John Curran,Adventure,508806,Tracks,PG-13,3/6/2014,112,7.2,Mia Wasikowska,22475,Marion Nelson,2013
In SecretElizabeth Olsen2013,0,LD Entertainment,LD EntertainmentUSA,USA,Charlie Stratton,Crime,420266,In Secret,R,4/3/2014,107,6.1,Elizabeth Olsen,6118,Neal Bell,2013
AnnaMark Strong2013,7000000,"Safran Company, The","Safran Company, TheSpain",Spain,Jorge Dorado,Drama,4288,Anna,R,1/24/2014,99,6.5,Mark Strong,16817,Guy Holmes,2013
I'm So Excited!Javier Cámara2013,0,"Deseo, El","Deseo, ElSpain",Spain,Pedro Almodóvar,Comedy,1367846,I'm So Excited!,R,7/5/2013,90,5.6,Javier Cámara,18657,Pedro Almodóvar,2013
Man of Tai ChiTiger Hu Chen2013,25000000,China Film Group,China Film GroupUSA,USA,Keanu Reeves,Action,100144,Man of Tai Chi,R,7/5/2013,105,6.1,Tiger Hu Chen,30477,Michael G. Cooney,2013
The EastBrit Marling2013,6500000,Scott Free Productions,Scott Free ProductionsUK,UK,Zal Batmanglij,Adventure,2268296,The East,PG-13,6/28/2013,116,6.8,Brit Marling,44425,Zal Batmanglij,2013
Breathe InFelicity Jones2013,0,Indian Paintbrush,Indian PaintbrushUSA,USA,Drake Doremus,Drama,15324,Breathe In,R,5/16/2014,98,6.4,Felicity Jones,11843,Drake Doremus,2013
Charlie CountrymanShia LaBeouf2013,0,MediaPro Pictures,MediaPro PicturesUSA,USA,Fredrik Bond,Comedy,7973,Charlie Countryman,R,9/13/2013,103,6.4,Shia LaBeouf,23502,Matt Drake,2013
Blood TiesClive Owen2013,25500000,Les Productions du Trésor,Les Productions du TrésorFrance,France,Guillaume Canet,Crime,41229,Blood Ties,R,11/1/2013,127,6.5,Clive Owen,16156,Guillaume Canet,2013
La piel de VenusEmmanuelle Seigner2013,0,R.P. Productions,R.P. ProductionsFrance,France,Roman Polanski,Drama,342183,La piel de Venus,NOT RATED,11/8/2013,96,7.2,Emmanuelle Seigner,13764,David Ives,2013
Knights of BadassdomRyan Kwanten2013,0,IndieVest Pictures,IndieVest PicturesUSA,USA,Joe Lynch,Adventure,86796,Knights of Badassdom,R,8/18/2014,100,5.7,Ryan Kwanten,17169,Kevin Dreyfuss,2013
IdaAgata Kulesza2013,0,Opus Film,Opus FilmPoland,Poland,Pawel Pawlikowski,Drama,3827060,Ida,PG-13,10/25/2013,82,7.4,Agata Kulesza,40046,Pawel Pawlikowski,2013
The 100 Year-Old Man Who Climbed Out the Window and DisappearedRobert Gustafsson2013,0,NICE FLX Pictures,NICE FLX PicturesSweden,Sweden,Felix Herngren,Adventure,1083762,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,R,5/8/2015,114,7.1,Robert Gustafsson,31110,Felix Herngren,2013
Welcome to the PunchJames McAvoy2013,8500000,Worldview Entertainment,Worldview EntertainmentUK,UK,Eran Creevy,Action,6787,Welcome to the Punch,R,3/15/2013,99,6.1,James McAvoy,28765,Eran Creevy,2013
CBGBAlan Rickman2013,5000000,Unclaimed Freight Productions,Unclaimed Freight ProductionsUSA,USA,Randall Miller,Drama,40040,CBGB,R,10/11/2013,101,6.6,Alan Rickman,7038,Jody Savin,2013
Dom HemingwayJude Law2013,0,Recorded Picture Company (RPC),Recorded Picture Company (RPC)UK,UK,Richard Shepard,Comedy,518134,Dom Hemingway,R,11/15/2013,93,6.2,Jude Law,22984,Richard Shepard,2013
QueenKangana Ranaut2013,0,Viacom18 Motion Pictures,Viacom18 Motion PicturesIndia,India,Vikas Bahl,Adventure,1429534,Queen,NOT RATED,3/7/2014,146,8.3,Kangana Ranaut,48398,Vikas Bahl,2013
The Invisible WomanRalph Fiennes2013,0,BBC Films,BBC FilmsUK,UK,Ralph Fiennes,Biography,1234254,The Invisible Woman,R,2/21/2014,111,6.1,Ralph Fiennes,7911,Abi Morgan,2013
Zonas húmedasCarla Juri2013,0,Rommel Film,Rommel FilmGermany,Germany,David Wnendt,Comedy,59437,Zonas húmedas,UNRATED,4/10/2015,109,5.8,Carla Juri,9107,Claus Falkenberg,2013
ParklandZac Efron2013,10000000,"American Film Company, The","American Film Company, TheUSA",USA,Peter Landesman,Drama,652355,Parkland,PG-13,10/2/2013,93,6.3,Zac Efron,12682,Peter Landesman,2013
Walking with the EnemyJonas Armstrong2013,0,Castel Film Romania,Castel Film RomaniaRomania,Romania,Mark Schmidt,Action,357000,Walking with the Enemy,PG-13,4/25/2014,124,6,Jonas Armstrong,884,Kenny Golde,2013
Instructions Not IncludedEugenio Derbez2013,5000000,Alebrije Cine y Video,Alebrije Cine y VideoMexico,Mexico,Eugenio Derbez,Comedy,44467206,Instructions Not Included,PG-13,9/6/2013,115,7.6,Eugenio Derbez,24412,Guillermo Ríos,2013
The LunchboxIrrfan Khan2013,1000000,Sikhya Entertainment,Sikhya EntertainmentIndia,India,Ritesh Batra,Drama,4231500,The Lunchbox,PG,9/20/2013,104,7.8,Irrfan Khan,36929,Ritesh Batra,2013
In a World...Lake Bell2013,0,3311 Productions,3311 ProductionsUSA,USA,Lake Bell,Comedy,2962542,In a World...,R,9/13/2013,100,6.7,Lake Bell,27802,Lake Bell,2013
ConcussionRobin Weigert2013,0,93 Films,93 FilmsUSA,USA,Stacie Passon,Drama,38361,Concussion,R,3/6/2015,96,5.7,Robin Weigert,3324,Stacie Passon,2013
Mandela: Long Walk to FreedomIdris Elba2013,35000000,Videovision Entertainment,Videovision EntertainmentUK,UK,Justin Chadwick,Biography,8323085,Mandela: Long Walk to Freedom,PG-13,12/25/2013,141,7.1,Idris Elba,23075,William Nicholson,2013
The Tale of the Princess KaguyaChloë Grace Moretz2013,0,Studio Ghibli,Studio GhibliJapan,Japan,Isao Takahata,Animation,1506975,The Tale of the Princess Kaguya,PG,11/23/2013,137,8.1,Chloë Grace Moretz,23571,Isao Takahata,2013
Temptation: Confessions of a Marriage CounselorJurnee Smollett-Bell2013,0,Lionsgate,LionsgateUSA,USA,Tyler Perry,Drama,51975354,Temptation: Confessions of a Marriage Counselor,PG-13,3/29/2013,111,5,Jurnee Smollett-Bell,10473,Tyler Perry,2013
The Last Days on MarsLiev Schreiber2013,0,British Film Institute (BFI),British Film Institute (BFI)UK,UK,Ruairi Robinson,Horror,23838,The Last Days on Mars,R,9/19/2013,98,5.5,Liev Schreiber,31095,Sydney J. Bounds,2013
Journey to the WestZhang Wen2013,0,Bingo Movie Development,Bingo Movie DevelopmentChina,China,Stephen Chow,Action,18058,Journey to the West,PG-13,2/7/2013,110,6.8,Zhang Wen,9526,Stephen Chow,2013
Jimi: All Is by My SideAndré Benjamin2013,0,Darko Entertainment,Darko EntertainmentIreland,Ireland,John Ridley,Biography,323032,Jimi: All Is by My Side,R,10/24/2014,118,5.7,André Benjamin,4984,John Ridley,2013
The GrandmasterTony Chiu-Wai Leung2013,38600000,Block 2 Pictures,Block 2 PicturesHong Kong,Hong Kong,Kar-Wai Wong,Action,6594959,The Grandmaster,PG-13,8/30/2013,130,6.5,Tony Chiu-Wai Leung,26489,Kar-Wai Wong,2013
The Best Man HolidayMonica Calhoun2013,17000000,Universal Pictures,Universal PicturesUSA,USA,Malcolm D. Lee,Comedy,70525195,The Best Man Holiday,R,11/15/2013,123,6.7,Monica Calhoun,12301,Malcolm D. Lee,2013
PawnNikki Reed2013,0,Imprint Entertainment,Imprint EntertainmentUSA,USA,David A. Armstrong,Action,2137,Pawn,R,9/19/2013,88,5.7,Nikki Reed,6144,Jay Anthony White,2013
The Art of the StealKurt Russell2013,0,The Weinstein Company,The Weinstein CompanyCanada,Canada,Jonathan Sobol,Comedy,61446,The Art of the Steal,R,6/20/2014,90,6.3,Kurt Russell,20439,Jonathan Sobol,2013
The CongressRobin Wright2013,0,Bridgit Folman Film Gang,Bridgit Folman Film GangIsrael,Israel,Ari Folman,Animation,137815,The Congress,NOT RATED,7/24/2014,122,6.5,Robin Wright,14289,Stanislaw Lem,2013
StalingradMariya Smolnikova2013,30000000,Art Pictures Studio,Art Pictures StudioRussia,Russia,Fedor Bondarchuk,Action,1013945,Stalingrad,R,10/10/2013,131,5.6,Mariya Smolnikova,13238,Sergey Snezhkin,2013
Life of CrimeJennifer Aniston2013,12000000,Abbolita Productions,Abbolita ProductionsUSA,USA,Daniel Schechter,Comedy,261695,Life of Crime,R,8/29/2014,98,5.8,Jennifer Aniston,14145,Daniel Schechter,2013
El pasadoBérénice Bejo2013,11000000,Memento Films Production,Memento Films ProductionFrance,France,Asghar Farhadi,Drama,1330596,El pasado,PG-13,8/7/2014,130,7.8,Bérénice Bejo,37148,Asghar Farhadi,2013
Kingsman: The Secret ServiceColin Firth2014,81000000,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUK,UK,Matthew Vaughn,Action,128261724,Kingsman: The Secret Service,R,2/13/2015,129,7.7,Colin Firth,467659,Jane Goldman,2014
InterstellarMatthew McConaughey2014,165000000,Paramount Pictures,Paramount PicturesUSA,USA,Christopher Nolan,Adventure,188020017,Interstellar,PG-13,11/7/2014,169,8.6,Matthew McConaughey,1095553,Jonathan Nolan,2014
Guardians of the GalaxyChris Pratt2014,170000000,Marvel Studios,Marvel StudiosUSA,USA,James Gunn,Action,333176600,Guardians of the Galaxy,PG-13,8/1/2014,121,8.1,Chris Pratt,791340,James Gunn,2014
Ex MachinaAlicia Vikander2014,15000000,Universal Pictures International (UPI),Universal Pictures International (UPI)UK,UK,Alex Garland,Drama,25442958,Ex Machina,R,4/24/2015,108,7.7,Alicia Vikander,355666,Alex Garland,2014
Gone GirlBen Affleck2014,61000000,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUSA,USA,David Fincher,Crime,167767189,Gone Girl,R,10/3/2014,149,8.1,Ben Affleck,660194,Gillian Flynn,2014
John WickKeanu Reeves2014,20000000,Thunder Road Pictures,Thunder Road PicturesUSA,USA,Chad Stahelski,Action,43037835,John Wick,R,10/24/2014,101,7.3,Keanu Reeves,355140,Derek Kolstad,2014
The Grand Budapest HotelRalph Fiennes2014,25000000,Fox Searchlight Pictures,Fox Searchlight PicturesUSA,USA,Wes Anderson,Adventure,59100318,The Grand Budapest Hotel,R,3/28/2014,99,8.1,Ralph Fiennes,550331,Stefan Zweig,2014
WhiplashMiles Teller2014,3300000,Bold Films,Bold FilmsUSA,USA,Damien Chazelle,Drama,13092000,Whiplash,R,1/23/2015,107,8.5,Miles Teller,503754,Damien Chazelle,2014
The Maze RunnerDylan O'Brien2014,34000000,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUSA,USA,Wes Ball,Action,102427862,The Maze Runner,PG-13,9/19/2014,113,6.8,Dylan O'Brien,344991,Noah Oppenheim,2014
AnnabelleWard Horton2014,6500000,New Line Cinema,New Line CinemaUSA,USA,John R. Leonetti,Horror,84273813,Annabelle,R,10/3/2014,99,5.4,Ward Horton,99635,Gary Dauberman,2014
It FollowsMaika Monroe2014,2000000,Northern Lights Films,Northern Lights FilmsUSA,USA,David Robert Mitchell,Horror,14673301,It Follows,R,3/27/2015,100,6.9,Maika Monroe,147224,David Robert Mitchell,2014
DivergentShailene Woodley2014,85000000,Summit Entertainment,Summit EntertainmentUSA,USA,Neil Burger,Adventure,150947895,Divergent,PG-13,3/21/2014,139,6.7,Shailene Woodley,370154,Evan Daugherty,2014
The Imitation GameBenedict Cumberbatch2014,14000000,Black Bear Pictures,Black Bear PicturesUK,UK,Morten Tyldum,Biography,91125683,The Imitation Game,PG-13,12/25/2014,114,8,Benedict Cumberbatch,547832,Graham Moore,2014
Dawn of the Planet of the ApesGary Oldman2014,170000000,Chernin Entertainment,Chernin EntertainmentUSA,USA,Matt Reeves,Action,208545589,Dawn of the Planet of the Apes,PG-13,7/11/2014,130,7.6,Gary Oldman,355042,Mark Bomback,2014
Edge of TomorrowTom Cruise2014,178000000,Warner Bros.,Warner Bros.USA,USA,Doug Liman,Action,100206256,Edge of Tomorrow,PG-13,6/6/2014,113,7.9,Tom Cruise,486882,Christopher McQuarrie,2014
The EqualizerDenzel Washington2014,55000000,Columbia Pictures,Columbia PicturesUSA,USA,Antoine Fuqua,Action,101530738,The Equalizer,R,9/26/2014,132,7.2,Denzel Washington,254915,Richard Wenk,2014
Transformers: Age of ExtinctionMark Wahlberg2014,210000000,Paramount Pictures,Paramount PicturesUSA,USA,Michael Bay,Action,245439076,Transformers: Age of Extinction,PG-13,6/27/2014,165,5.7,Mark Wahlberg,263822,Ehren Kruger,2014
22 Jump StreetChanning Tatum2014,50000000,Columbia Pictures,Columbia PicturesUSA,USA,Phil Lord,Action,191719337,22 Jump Street,R,6/13/2014,112,7.1,Channing Tatum,288814,Michael Bacall,2014
FuryBrad Pitt2014,68000000,Columbia Pictures,Columbia PicturesUSA,USA,David Ayer,Action,85817906,Fury,R,10/17/2014,134,7.6,Brad Pitt,341512,David Ayer,2014
The Fault in Our StarsShailene Woodley2014,12000000,Fox 2000 Pictures,Fox 2000 PicturesUSA,USA,Josh Boone,Drama,124872350,The Fault in Our Stars,PG-13,6/6/2014,126,7.8,Shailene Woodley,280217,Scott Neustadter,2014
Birdman or (The Unexpected Virtue of Ignorance)Michael Keaton2014,18000000,New Regency Pictures,New Regency PicturesUSA,USA,Alejandro González Iñárritu,Comedy,42340598,Birdman or (The Unexpected Virtue of Ignorance),R,11/14/2014,119,7.8,Michael Keaton,455260,Alejandro González Iñárritu,2014
NightcrawlerJake Gyllenhaal2014,8500000,Bold Films,Bold FilmsUSA,USA,Dan Gilroy,Crime,32381218,Nightcrawler,R,10/31/2014,118,7.9,Jake Gyllenhaal,347271,Dan Gilroy,2014
X-Men: Days of Future PastPatrick Stewart2014,200000000,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUSA,USA,Bryan Singer,Action,233921534,X-Men: Days of Future Past,PG-13,5/23/2014,132,8,Patrick Stewart,565997,Simon Kinberg,2014
The BabadookEssie Davis2014,2000000,Screen Australia,Screen AustraliaAustralia,Australia,Jennifer Kent,Drama,924279,The Babadook,NOT RATED,11/28/2014,93,6.8,Essie Davis,141407,Jennifer Kent,2014
American SniperBradley Cooper2014,58800000,Warner Bros.,Warner Bros.USA,USA,Clint Eastwood,Action,350126372,American Sniper,R,1/16/2015,133,7.3,Bradley Cooper,362949,Jason Hall,2014
Captain America: The Winter SoldierChris Evans2014,170000000,Marvel Entertainment,Marvel EntertainmentUSA,USA,Anthony Russo,Action,259766572,Captain America: The Winter Soldier,PG-13,4/4/2014,136,7.8,Chris Evans,559974,Christopher Markus,2014
The Lego MovieChris Pratt2014,60000000,Warner Bros.,Warner Bros.Australia,Australia,Phil Lord,Animation,257760692,The Lego Movie,PG,2/7/2014,100,7.8,Chris Pratt,274608,Phil Lord,2014
El payaso del malAndy Powers2014,1500000,Cross Creek Pictures,Cross Creek PicturesCanada,Canada,Jon Watts,Horror,55007,El payaso del mal,R,6/17/2016,100,5.7,Andy Powers,16279,Christopher Ford,2014
LucyScarlett Johansson2014,40000000,EuropaCorp,EuropaCorpFrance,France,Luc Besson,Action,126663600,Lucy,R,7/25/2014,89,6.4,Scarlett Johansson,363219,Luc Besson,2014
The Amazing Spider-Man 2Andrew Garfield2014,200000000,Marvel Enterprises,Marvel EnterprisesUSA,USA,Marc Webb,Action,202853933,The Amazing Spider-Man 2,PG-13,5/2/2014,142,6.7,Andrew Garfield,352313,Alex Kurtzman,2014
