MovieID,budget,company,companyID,country,director,genre,gross,Movie,rating,Released Date,runtime,score,Actor,votes,writer,year
A Most Wanted ManPhilip Seymour Hoffman2014,15000000,Lionsgate,LionsgateUK,UK,Anton Corbijn,Crime,17237244,A Most Wanted Man,R,8/1/2014,122,6.8,Philip Seymour Hoffman,62647,Andrew Bovell,2014
PKAamir Khan2014,0,Rajkumar Hirani Films,Rajkumar Hirani FilmsIndia,India,Rajkumar Hirani,Comedy,10616104,PK,Not specified,12/19/2014,153,8.2,Aamir Khan,111073,Rajkumar Hirani,2014
5 to 7Anton Yelchin2014,0,Demarest Films,Demarest FilmsUSA,USA,Victor Levin,Comedy,116400,5 to 7,R,4/24/2015,95,7.1,Anton Yelchin,13188,Victor Levin,2014
La salvaciónMads Mikkelsen2014,0,Zentropa Entertainments,Zentropa EntertainmentsDenmark,Denmark,Kristian Levring,Drama,5000,La salvación,R,2/27/2015,92,6.7,Mads Mikkelsen,29077,Anders Thomas Jensen,2014
Heaven Knows WhatArielle Holmes2014,0,Hardstyle,HardstyleUSA,USA,Benny Safdie,Drama,80015,Heaven Knows What,R,5/29/2015,97,6.5,Arielle Holmes,2884,Josh Safdie,2014
Héctor y el secreto de la felicidadSimon Pegg2014,0,Egoli Tossell Film,Egoli Tossell FilmGermany,Germany,Peter Chelsom,Adventure,1121961,Héctor y el secreto de la felicidad,R,6/5/2015,120,7,Simon Pegg,37553,Maria von Heland,2014
Love & MercyJohn Cusack2014,10000000,River Road Entertainment,River Road EntertainmentUSA,USA,Bill Pohlad,Biography,12547189,Love & Mercy,PG-13,6/19/2015,121,7.4,John Cusack,28639,Oren Moverman,2014
Penguins of MadagascarTom McGrath2014,132000000,DreamWorks Animation,DreamWorks AnimationUSA,USA,Eric Darnell,Animation,83348920,Penguins of Madagascar,PG,11/26/2014,92,6.7,Tom McGrath,66287,Michael Colton,2014
Black SeaJude Law2014,0,Focus Features,Focus FeaturesUK,UK,Kevin Macdonald,Adventure,1171559,Black Sea,R,1/23/2015,114,6.4,Jude Law,28336,Dennis Kelly,2014
SabotageArnold Schwarzenegger2014,35000000,Open Road Films (II),Open Road Films (II)USA,USA,David Ayer,Action,10508518,Sabotage,R,3/28/2014,109,5.7,Arnold Schwarzenegger,51146,Skip Woods,2014
Mapa a las estrellasJulianne Moore2014,15000000,Prospero Pictures,Prospero PicturesCanada,Canada,David Cronenberg,Comedy,347648,Mapa a las estrellas,R,2/27/2015,111,6.2,Julianne Moore,31631,Bruce Wagner,2014
Kill the MessengerJeremy Renner2014,5000000,Sierra / Affinity,Sierra / AffinityUSA,USA,Michael Cuesta,Biography,2450846,Kill the Messenger,R,4/10/2015,112,7,Jeremy Renner,36607,Peter Landesman,2014
Draft DayKevin Costner2014,25000000,Summit Entertainment,Summit EntertainmentUSA,USA,Ivan Reitman,Drama,28831145,Draft Day,PG-13,4/11/2014,110,6.8,Kevin Costner,43430,Scott Rothman,2014
LeviathanAleksey Serebryakov2014,0,Non-Stop Productions,Non-Stop ProductionsRussia,Russia,Andrey Zvyagintsev,Drama,1092800,Leviathan,R,2/5/2015,140,7.6,Aleksey Serebryakov,36668,Oleg Negin,2014
The One I LoveMark Duplass2014,100000,Duplass Brothers Productions,Duplass Brothers ProductionsUSA,USA,Charlie McDowell,Drama,511635,The One I Love,R,8/8/2014,91,7.1,Mark Duplass,27078,Justin Lader,2014
"Men, Women & ChildrenKaitlyn Dever2014",16000000,Paramount Pictures,Paramount PicturesUSA,USA,Jason Reitman,Comedy,461162,"Men, Women & Children",R,10/17/2014,119,6.7,Kaitlyn Dever,25383,Jason Reitman,2014
While We're YoungBen Stiller2014,10000000,Scott Rudin Productions,Scott Rudin ProductionsUSA,USA,Noah Baumbach,Comedy,7574066,While We're Young,R,4/17/2015,97,6.3,Ben Stiller,35437,Noah Baumbach,2014
CootiesElijah Wood2014,0,SpectreVision,SpectreVisionUSA,USA,Jonathan Milott,Comedy,55749,Cooties,R,9/18/2015,88,5.7,Elijah Wood,17646,Leigh Whannell,2014
God's Not DeadShane Harper2014,2000000,Pure Flix Productions,Pure Flix ProductionsUSA,USA,Harold Cronk,Drama,60755732,God's Not Dead,PG,3/21/2014,100,4.8,Shane Harper,34760,Hunter Dennis,2014
Step Up All InRyan Guzman2014,45000000,Offspring Entertainment,Offspring EntertainmentUSA,USA,Trish Sie,Drama,14904384,Step Up All In,PG-13,8/8/2014,112,6,Ryan Guzman,27883,Duane Adler,2014
Mr. Peabody & ShermanTy Burrell2014,145000000,Bullwinkle Studios,Bullwinkle StudiosUSA,USA,Rob Minkoff,Animation,111506430,Mr. Peabody & Sherman,PG,3/7/2014,92,6.8,Ty Burrell,52421,Jay Ward,2014
Song of the SeaDavid Rawle2014,0,Big Farm,Big FarmIreland,Ireland,Tomm Moore,Animation,857522,Song of the Sea,PG,12/10/2014,93,8.1,David Rawle,35135,Will Collins,2014
Fortaleza prohibidaPaul Walker2014,28000000,EuropaCorp,EuropaCorpFrance,France,Camille Delamarre,Action,20285518,Fortaleza prohibida,PG-13,4/25/2014,90,5.7,Paul Walker,34795,Luc Besson,2014
Veronica MarsKristen Bell2014,6000000,Warner Bros. Digital Distribution,Warner Bros. Digital DistributionUSA,USA,Rob Thomas,Crime,3319109,Veronica Mars,PG-13,3/13/2014,107,6.8,Kristen Bell,44057,Rob Thomas,2014
CalvaryBrendan Gleeson2014,0,Fox Searchlight Pictures,Fox Searchlight PicturesIreland,Ireland,John Michael McDonagh,Drama,3593460,Calvary,R,4/11/2014,102,7.4,Brendan Gleeson,47249,John Michael McDonagh,2014
"Alexander and the Terrible, Horrible, No Good, Very Bad DaySteve Carell2014",28000000,Walt Disney Pictures,Walt Disney PicturesUSA,USA,Miguel Arteta,Comedy,66954149,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,10/10/2014,81,6.2,Steve Carell,33226,Rob Lieber,2014
Promesa de VidaRussell Crowe2014,22500000,Fear of God Films,Fear of God FilmsAustralia,Australia,Russell Crowe,Drama,4190530,Promesa de Vida,R,5/22/2015,111,7.1,Russell Crowe,60858,Andrew Knight,2014
The November ManPierce Brosnan2014,15000000,Relativity Media,Relativity MediaUSA,USA,Roger Donaldson,Action,24984868,The November Man,R,8/27/2014,108,6.3,Pierce Brosnan,54875,Michael Finch,2014
Good KillEthan Hawke2014,0,Voltage Pictures,Voltage PicturesUSA,USA,Andrew Niccol,Drama,316842,Good Kill,R,5/15/2015,102,6.4,Ethan Hawke,18732,Andrew Niccol,2014
Lost RiverChristina Hendricks2014,2000000,Bold Films,Bold FilmsUSA,USA,Ryan Gosling,Drama,43282,Lost River,R,4/10/2015,95,5.8,Christina Hendricks,13654,Ryan Gosling,2014
Locos por las nuecesWill Arnett2014,42000000,Gulfstream Pictures,Gulfstream PicturesCanada,Canada,Peter Lepeniotis,Animation,64251541,Locos por las nueces,PG,1/17/2014,85,5.8,Will Arnett,21922,Lorne Cameron,2014
EscobarBenicio Del Toro2014,17000000,Chapter 2,Chapter 2France,France,Andrea Di Stefano,Crime,106869,Escobar,R,6/26/2015,120,6.6,Benicio Del Toro,16839,Andrea Di Stefano,2014
'71Jack O'Connell2014,0,Crab Apple Films,Crab Apple FilmsUK,UK,Yann Demange,Action,1268760,'71,R,10/10/2014,99,7.2,Jack O'Connell,40959,Gregory Burke,2014
Una Señal En La TormentaShailene Woodley2014,0,Desperate Pictures,Desperate PicturesFrance,France,Gregg Araki,Drama,33518,Una Señal En La Tormenta,R,9/25/2014,91,6.4,Shailene Woodley,23303,Gregg Araki,2014
AddictedSharon Leal2014,5000000,Codeblack Entertainment,Codeblack EntertainmentUSA,USA,Bille Woodruff,Drama,17382982,Addicted,R,10/10/2014,106,5.2,Sharon Leal,6772,Christina Welsh,2014
Rio 2Jesse Eisenberg2014,103000000,Twentieth Century Fox Animation,Twentieth Century Fox AnimationUSA,USA,Carlos Saldanha,Animation,131538435,Rio 2,G,4/11/2014,101,6.3,Jesse Eisenberg,64550,Don Rhymer,2014
Jersey BoysJohn Lloyd Young2014,40000000,Four Seasons Partnership,Four Seasons PartnershipUSA,USA,Clint Eastwood,Biography,47034272,Jersey Boys,R,6/20/2014,134,6.8,John Lloyd Young,27637,Marshall Brickman,2014
Wish I Was HereZach Braff2014,6000000,Worldview Entertainment,Worldview EntertainmentUSA,USA,Zach Braff,Comedy,3588432,Wish I Was Here,R,7/25/2014,106,6.7,Zach Braff,32275,Adam J. Braff,2014
Dear White PeopleTyler James Williams2014,0,Code Red,Code RedUSA,USA,Justin Simien,Comedy,4404154,Dear White People,R,12/4/2014,108,6.2,Tyler James Williams,22518,Justin Simien,2014
TammyMelissa McCarthy2014,20000000,Gary Sanchez Productions,Gary Sanchez ProductionsUSA,USA,Ben Falcone,Comedy,84525432,Tammy,R,7/2/2014,97,4.9,Melissa McCarthy,40108,Melissa McCarthy,2014
Las nubes de MaríaJuliette Binoche2014,0,CG Cinéma,CG CinémaFrance,France,Olivier Assayas,Drama,1811138,Las nubes de María,R,11/6/2014,124,6.7,Juliette Binoche,21703,Olivier Assayas,2014
Saving ChristmasKirk Cameron2014,500000,Camfam Studios,Camfam StudiosUSA,USA,Darren Doane,Comedy,2783970,Saving Christmas,PG,11/14/2014,79,1.5,Kirk Cameron,13059,Darren Doane,2014
The Last Five YearsAnna Kendrick2014,0,Lucky Monkey Pictures,Lucky Monkey PicturesUSA,USA,Richard LaGravenese,Comedy,137945,The Last Five Years,PG-13,2/18/2015,94,5.9,Anna Kendrick,7557,Jason Robert Brown,2014
Ride AlongIce Cube2014,25000000,Cube Vision,Cube VisionUSA,USA,Tim Story,Action,134938200,Ride Along,PG-13,1/17/2014,99,6.2,Ice Cube,84906,Greg Coolidge,2014
"Two Days, One NightMarion Cotillard2014",0,Les Films du Fleuve,Les Films du FleuveBelgium,Belgium,Jean-Pierre Dardenne,Drama,1436243,"Two Days, One Night",PG-13,2/12/2015,95,7.4,Marion Cotillard,37159,Jean-Pierre Dardenne,2014
LaggiesKeira Knightley2014,5000000,Anonymous Content,Anonymous ContentUSA,USA,Lynn Shelton,Comedy,440338,Laggies,R,10/24/2014,99,6.4,Keira Knightley,34852,Andrea Seigel,2014
The BoxtrollsBen Kingsley2014,60000000,Laika Entertainment,Laika EntertainmentUSA,USA,Graham Annable,Animation,50837305,The Boxtrolls,PG,9/26/2014,96,6.8,Ben Kingsley,46486,Irena Brignull,2014
Life After BethAubrey Plaza2014,2400000,Abbolita Productions,Abbolita ProductionsUSA,USA,Jeff Baena,Comedy,80315,Life After Beth,R,7/15/2014,89,5.6,Aubrey Plaza,15603,Jeff Baena,2014
Beyond the LightsGugu Mbatha-Raw2014,7000000,Black Entertainment Television (BET),Black Entertainment Television (BET)USA,USA,Gina Prince-Bythewood,Drama,14618727,Beyond the Lights,PG-13,11/14/2014,116,6.9,Gugu Mbatha-Raw,12718,Gina Prince-Bythewood,2014
The Little DeathBojana Novakovic2014,0,Head Gear Films,Head Gear FilmsAustralia,Australia,Josh Lawson,Comedy,18238,The Little Death,NOT RATED,6/26/2015,96,7.1,Bojana Novakovic,21390,Josh Lawson,2014
Kill Me Three TimesSimon Pegg2014,0,Cargo Entertainment,Cargo EntertainmentUSA,USA,Kriv Stenders,Action,23840,Kill Me Three Times,R,4/10/2015,90,5.9,Simon Pegg,16116,James McFarland,2014
Top FiveChris Rock2014,12000000,IAC Films,IAC FilmsUSA,USA,Chris Rock,Comedy,25277561,Top Five,R,12/12/2014,102,6.4,Chris Rock,23426,Chris Rock,2014
Just Before I GoSeann William Scott2014,0,New Artists Alliance,New Artists AllianceUSA,USA,Courteney Cox,Comedy,8129,Just Before I Go,R,4/24/2015,95,6.4,Seann William Scott,15177,David Flebotte,2014
Cold in JulyMichael C. Hall2014,0,BSM Studio,BSM StudioUSA,USA,Jim Mickle,Crime,414623,Cold in July,R,12/31/2014,109,6.8,Michael C. Hall,28879,Nick Damici,2014
Una buena mentiraReese Witherspoon2014,20000000,Alcon Entertainment,Alcon EntertainmentKenya,Kenya,Philippe Falardeau,Drama,2716989,Una buena mentira,PG-13,10/23/2014,110,7.4,Reese Witherspoon,22783,Margaret Nagle,2014
SpringLou Taylor Pucci2014,0,XYZ Films,XYZ FilmsUSA,USA,Justin Benson,Comedy,48949,Spring,NOT RATED,3/20/2015,109,6.7,Lou Taylor Pucci,17373,Justin Benson,2014
Million Dollar ArmJon Hamm2014,25000000,Walt Disney Pictures,Walt Disney PicturesUSA,USA,Craig Gillespie,Biography,36447959,Million Dollar Arm,PG,5/16/2014,124,7,Jon Hamm,38459,Tom McCarthy,2014
Camp X-RayKristen Stewart2014,1000000,GNK Productions,GNK ProductionsUSA,USA,Peter Sattler,Drama,9837,Camp X-Ray,R,10/17/2014,117,7,Kristen Stewart,33542,Peter Sattler,2014
Big GameSamuel L. Jackson2014,0,Subzero Film Entertainment,Subzero Film EntertainmentUK,UK,Jalmari Helander,Action,16909,Big Game,PG-13,6/26/2015,90,5.4,Samuel L. Jackson,24225,Jalmari Helander,2014
And So It GoesMichael Douglas2014,18000000,ASIG Productions,ASIG ProductionsUSA,USA,Rob Reiner,Comedy,15155772,And So It Goes,PG-13,7/25/2014,94,5.8,Michael Douglas,10327,Mark Andrus,2014
The Bag ManJohn Cusack2014,0,Cinedigm,CinedigmBahamas,Bahamas,David Grovic,Crime,48817,The Bag Man,R,3/20/2014,108,5.3,John Cusack,14377,David Grovic,2014
In Order of DisappearanceStellan Skarsgård2014,0,Paradox,ParadoxNorway,Norway,Hans Petter Moland,Comedy,49284,In Order of Disappearance,R,2/21/2014,116,7.2,Stellan Skarsgård,15045,Kim Fupz Aakeson,2014
The RoverGuy Pearce2014,8500000,Porchlight Films,Porchlight FilmsAustralia,Australia,David Michôd,Action,1109199,The Rover,R,6/20/2014,103,6.4,Guy Pearce,36879,Joel Edgerton,2014
Moms' Night OutSarah Drew2014,5000000,Affirm Films,Affirm FilmsUSA,USA,Andrew Erwin,Comedy,10429707,Moms' Night Out,PG,5/9/2014,98,5.4,Sarah Drew,11445,Jon Erwin,2014
The Keeping RoomBrit Marling2014,0,Gilbert Films,Gilbert FilmsUSA,USA,Daniel Barber,Drama,27166,The Keeping Room,R,9/25/2015,95,6,Brit Marling,4650,Julia Hart,2014
Think Like a Man TooKevin Hart2014,24000000,LStar Capital,LStar CapitalUSA,USA,Tim Story,Comedy,65182182,Think Like a Man Too,PG-13,6/20/2014,106,5.8,Kevin Hart,16706,Keith Merryman,2014
About Last NightKevin Hart2014,12500000,Screen Gems,Screen GemsUSA,USA,Steve Pink,Comedy,48637684,About Last Night,R,2/14/2014,100,6.1,Kevin Hart,18519,Leslye Headland,2014
The Duke of BurgundySidse Babett Knudsen2014,1000000,Rook Films,Rook FilmsUK,UK,Peter Strickland,Drama,32630,The Duke of Burgundy,UNRATED,1/23/2015,104,6.6,Sidse Babett Knudsen,8925,Peter Strickland,2014
Kid CannabisJonathan Daniel Brown2014,5000000,Gordon Bijelonic / Datari Turner Films,Gordon Bijelonic / Datari Turner FilmsUSA,USA,John Stockwell,Biography,5565,Kid Cannabis,NOT RATED,4/18/2014,110,6.4,Jonathan Daniel Brown,8218,John Stockwell,2014
The Woman in Black 2: Angel of DeathHelen McCrory2014,15000000,Alliance Films,Alliance FilmsUK,UK,Tom Harper,Drama,26496583,The Woman in Black 2: Angel of Death,PG-13,1/2/2015,98,4.9,Helen McCrory,22255,Jon Croker,2014
RudderlessBilly Crudup2014,5000000,Unified Pictures,Unified PicturesUSA,USA,William H. Macy,Comedy,37440,Rudderless,R,2/21/2015,105,7.5,Billy Crudup,14913,Casey Twenter,2014
Muppets Most WantedRicky Gervais2014,50000000,Walt Disney Pictures,Walt Disney PicturesUSA,USA,James Bobin,Adventure,51183113,Muppets Most Wanted,PG,3/21/2014,107,6.4,Ricky Gervais,26380,James Bobin,2014
Earth to EchoTeo Halm2014,13000000,Relativity Media,Relativity MediaUSA,USA,Dave Green,Adventure,38916903,Earth to Echo,PG,7/2/2014,91,5.8,Teo Halm,16757,Henry Gayden,2014
TrashRickson Tevez2014,0,Working Title Films,Working Title FilmsUK,UK,Stephen Daldry,Adventure,10230,Trash,R,10/9/2015,114,7.2,Rickson Tevez,16903,Andy Mulligan,2014
No Good DeedTaraji P. Henson2014,13200000,Screen Gems,Screen GemsUSA,USA,Sam Miller,Crime,52543632,No Good Deed,PG-13,9/12/2014,84,5.6,Taraji P. Henson,14236,Aimee Lagos,2014
When the Game Stands TallJim Caviezel2014,15000000,Affirm Films,Affirm FilmsUSA,USA,Thomas Carter,Drama,30127963,When the Game Stands Tall,PG,8/22/2014,115,6.7,Jim Caviezel,13653,Scott Marshall Smith,2014
The TribeHryhoriy Fesenko2014,0,Ukrainian State Film Agency,Ukrainian State Film AgencyUkraine,Ukraine,Myroslav Slaboshpytskyi,Crime,150564,The Tribe,UNRATED,9/11/2014,126,7.1,Hryhoriy Fesenko,8036,Myroslav Slaboshpytskyi,2014
13 SinsMark Webber2014,4000000,RADiUS-TWC,RADiUS-TWCUSA,USA,Daniel Stamm,Horror,9134,13 Sins,R,4/11/2014,93,6.3,Mark Webber,26332,David Birke,2014
Heaven Is for RealGreg Kinnear2014,12000000,TriStar Pictures,TriStar PicturesUSA,USA,Randall Wallace,Biography,91443253,Heaven Is for Real,PG,4/16/2014,99,5.8,Greg Kinnear,22482,Randall Wallace,2014
El recuerdo de MarnieSara Takatsuki2014,0,Dentsu,DentsuJapan,Japan,Hiromasa Yonebayashi,Animation,765127,El recuerdo de Marnie,PG,12/18/2015,103,7.8,Sara Takatsuki,18970,Joan G. Robinson,2014
Better Living Through ChemistrySam Rockwell2014,5000000,Occupant Entertainment,Occupant EntertainmentUK,UK,Geoff Moore,Comedy,72273,Better Living Through Chemistry,NOT RATED,3/14/2014,91,6.3,Sam Rockwell,12284,Geoff Moore,2014
A Haunted House 2Marlon Wayans2014,4000000,Baby Way Productions,Baby Way ProductionsUSA,USA,Michael Tiddes,Comedy,17329486,A Haunted House 2,R,4/18/2014,86,4.7,Marlon Wayans,16194,Marlon Wayans,2014
BarefootEvan Rachel Wood2014,6000000,WhiteFlame Productions,WhiteFlame ProductionsUSA,USA,Andrew Fleming,Comedy,11766,Barefoot,PG-13,9/4/2014,90,6.6,Evan Rachel Wood,19248,Stephen Zotnowski,2014
The Disappearance of Eleanor Rigby: ThemJames McAvoy2014,3000000,Unison Films,Unison FilmsUSA,USA,Ned Benson,Drama,585640,The Disappearance of Eleanor Rigby: Them,R,9/12/2014,123,6.3,James McAvoy,9569,Ned Benson,2014
The Quiet OnesJared Harris2014,200000,Exclusive Media Group,Exclusive Media GroupUSA,USA,John Pogue,Horror,8496112,The Quiet Ones,PG-13,4/25/2014,98,5.1,Jared Harris,16654,Craig Rosenberg,2014
God's PocketPhilip Seymour Hoffman2014,1000000,Park Pictures,Park PicturesUSA,USA,John Slattery,Crime,104401,God's Pocket,R,8/8/2014,88,6.1,Philip Seymour Hoffman,9072,Peter Dexter,2014
A Long Way DownPierce Brosnan2014,0,Wildgaze Films,Wildgaze FilmsUK,UK,Pascal Chaumeil,Comedy,13093,A Long Way Down,R,6/5/2014,96,6.4,Pierce Brosnan,27014,Nick Hornby,2014
Star Wars: The Force AwakensDaisy Ridley2015,245000000,Lucasfilm,LucasfilmUSA,USA,J.J. Abrams,Action,936662225,Star Wars: The Force Awakens,PG-13,12/18/2015,136,8.1,Daisy Ridley,687192,Lawrence Kasdan,2015
Mad Max: Fury RoadTom Hardy2015,150000000,Warner Bros. Pictures,Warner Bros. PicturesAustralia,Australia,George Miller,Action,153636354,Mad Max: Fury Road,R,5/15/2015,120,8.1,Tom Hardy,661575,George Miller,2015
The Hateful EightSamuel L. Jackson2015,44000000,Visiona Romantica,Visiona RomanticaUSA,USA,Quentin Tarantino,Crime,54117416,The Hateful Eight,R,12/30/2015,167,7.8,Samuel L. Jackson,360020,Quentin Tarantino,2015
San AndreasDwayne Johnson2015,110000000,Village Roadshow Pictures,Village Roadshow PicturesUSA,USA,Brad Peyton,Action,155190832,San Andreas,PG-13,5/29/2015,114,6.1,Dwayne Johnson,167250,Carlton Cuse,2015
SicarioEmily Blunt2015,30000000,Black Label Media,Black Label MediaUSA,USA,Denis Villeneuve,Action,46889293,Sicario,R,10/2/2015,121,7.6,Emily Blunt,257207,Taylor Sheridan,2015
Fifty Shades of GreyDakota Johnson2015,40000000,Focus Features,Focus FeaturesUSA,USA,Sam Taylor-Johnson,Drama,166167230,Fifty Shades of Grey,R,2/13/2015,125,4.1,Dakota Johnson,250086,Kelly Marcel,2015
Terminator GenisysArnold Schwarzenegger2015,155000000,Paramount Pictures,Paramount PicturesUSA,USA,Alan Taylor,Action,89760956,Terminator Genisys,PG-13,7/1/2015,126,6.5,Arnold Schwarzenegger,212532,Laeta Kalogridis,2015
Revenant: El RenacidoLeonardo DiCaprio2015,135000000,Regency Enterprises,Regency EnterprisesHong Kong,Hong Kong,Alejandro González Iñárritu,Adventure,183637894,Revenant: El Renacido,R,1/8/2016,156,8,Leonardo DiCaprio,522384,Mark L. Smith,2015
The MartianMatt Damon2015,108000000,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUK,UK,Ridley Scott,Adventure,228433663,The Martian,PG-13,10/2/2015,144,8,Matt Damon,579946,Drew Goddard,2015
Maze Runner: The Scorch TrialsDylan O'Brien2015,61000000,Gotham Group,Gotham GroupUSA,USA,Wes Ball,Action,81670090,Maze Runner: The Scorch Trials,PG-13,9/18/2015,131,6.3,Dylan O'Brien,166404,T.S. Nowlin,2015
SpectreDaniel Craig2015,245000000,B24,B24UK,UK,Sam Mendes,Action,200074175,Spectre,PG-13,11/6/2015,148,6.8,Daniel Craig,318152,John Logan,2015
Jurassic WorldChris Pratt2015,150000000,Universal Pictures,Universal PicturesUSA,USA,Colin Trevorrow,Action,652270625,Jurassic World,PG-13,6/12/2015,124,7,Chris Pratt,469200,Rick Jaffa,2015
The WitchAnya Taylor-Joy2015,3500000,Parts and Labor,Parts and LaborUSA,USA,Robert Eggers,Horror,25138292,The Witch,R,2/19/2016,92,6.8,Anya Taylor-Joy,111384,Robert Eggers,2015
La habitaciónBrie Larson2015,13000000,Element Pictures,Element PicturesIreland,Ireland,Lenny Abrahamson,Drama,14677654,La habitación,R,1/22/2016,118,8.2,Brie Larson,241695,Emma Donoghue,2015
CinderellaLily James2015,95000000,Allison Shearmur Productions,Allison Shearmur ProductionsUSA,USA,Kenneth Branagh,Drama,201151353,Cinderella,PG,3/13/2015,105,7,Lily James,121576,Chris Weitz,2015
The Big ShortChristian Bale2015,28000000,Plan B Entertainment,Plan B EntertainmentUSA,USA,Adam McKay,Biography,70259870,The Big Short,R,12/23/2015,130,7.8,Christian Bale,260244,Charles Randolph,2015
LegendTom Hardy2015,30000000,Cross Creek Pictures,Cross Creek PicturesUK,UK,Brian Helgeland,Biography,1872994,Legend,R,11/20/2015,132,7,Tom Hardy,115765,Brian Helgeland,2015
SpyMelissa McCarthy2015,65000000,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUSA,USA,Paul Feig,Action,110825712,Spy,R,6/5/2015,119,7,Melissa McCarthy,193925,Paul Feig,2015
Avengers: Age of UltronRobert Downey Jr.2015,250000000,Marvel Studios,Marvel StudiosUSA,USA,Joss Whedon,Action,459005868,Avengers: Age of Ultron,PG-13,5/1/2015,141,7.4,Robert Downey Jr.,537832,Joss Whedon,2015
TomorrowlandGeorge Clooney2015,190000000,Walt Disney Pictures,Walt Disney PicturesUSA,USA,Brad Bird,Action,93436322,Tomorrowland,PG,5/22/2015,130,6.5,George Clooney,147385,Damon Lindelof,2015
The Man from U.N.C.L.E.Henry Cavill2015,75000000,Warner Bros.,Warner Bros.USA,USA,Guy Ritchie,Action,45445109,The Man from U.N.C.L.E.,PG-13,8/14/2015,116,7.3,Henry Cavill,212440,Guy Ritchie,2015
The Danish GirlEddie Redmayne2015,15000000,Working Title Films,Working Title FilmsUK,UK,Tom Hooper,Biography,12706393,The Danish Girl,R,1/22/2016,119,7.1,Eddie Redmayne,117432,David Ebershoff,2015
Inside OutAmy Poehler2015,175000000,Pixar Animation Studios,Pixar Animation StudiosUSA,USA,Pete Docter,Animation,356461711,Inside Out,PG,6/19/2015,95,8.2,Amy Poehler,439792,Pete Docter,2015
Jupiter AscendingChanning Tatum2015,176000000,Warner Bros.,Warner Bros.USA,USA,Lana Wachowski,Action,47387723,Jupiter Ascending,PG-13,2/6/2015,127,5.3,Channing Tatum,153531,Lilly Wachowski,2015
Knock KnockKeanu Reeves2015,2500000,Black Bear Pictures,Black Bear PicturesUSA,USA,Eli Roth,Drama,36336,Knock Knock,R,10/9/2015,99,4.9,Keanu Reeves,56938,Eli Roth,2015
SpotlightMark Ruffalo2015,20000000,Participant Media,Participant MediaUSA,USA,Tom McCarthy,Crime,45055776,Spotlight,R,11/20/2015,128,8.1,Mark Ruffalo,287421,Josh Singer,2015
CarolCate Blanchett2015,11800000,The Weinstein Company,The Weinstein CompanyUK,UK,Todd Haynes,Drama,12711491,Carol,R,1/15/2016,118,7.2,Cate Blanchett,81966,Phyllis Nagy,2015
Misión: imposible 5 - Nación secretaTom Cruise2015,150000000,Paramount Pictures,Paramount PicturesChina,China,Christopher McQuarrie,Action,195042377,Misión: imposible 5 - Nación secreta,PG-13,7/31/2015,131,7.4,Tom Cruise,265527,Christopher McQuarrie,2015
Furious 7Vin Diesel2015,190000000,Universal Pictures,Universal PicturesUSA,USA,James Wan,Action,353007020,Furious 7,PG-13,4/3/2015,137,7.2,Vin Diesel,309837,Chris Morgan,2015
La langostaColin Farrell2015,0,Film4,Film4Greece,Greece,Yorgos Lanthimos,Comedy,8699235,La langosta,R,10/16/2015,119,7.1,Colin Farrell,131840,Yorgos Lanthimos,2015
Pitch Perfect 2Anna Kendrick2015,29000000,Brownstone Productions (II),Brownstone Productions (II)USA,USA,Elizabeth Banks,Comedy,184296230,Pitch Perfect 2,PG-13,5/15/2015,115,6.4,Anna Kendrick,112447,Kay Cannon,2015
BurntBradley Cooper2015,20000000,3 Arts Entertainment,3 Arts EntertainmentUSA,USA,John Wells,Comedy,13650738,Burnt,R,10/30/2015,101,6.6,Bradley Cooper,80803,Steven Knight,2015
EverestJason Clarke2015,55000000,Working Title Films,Working Title FilmsUK,UK,Baltasar Kormákur,Action,43482270,Everest,PG-13,9/25/2015,121,7.1,Jason Clarke,160640,William Nicholson,2015
Ant-ManPaul Rudd2015,130000000,Gary Sanchez Productions,Gary Sanchez ProductionsUSA,USA,Peyton Reed,Action,180202163,Ant-Man,PG-13,7/17/2015,117,7.3,Paul Rudd,388417,Edgar Wright,2015
Straight Outta ComptonO'Shea Jackson Jr.2015,28000000,Universal Pictures,Universal PicturesUSA,USA,F. Gary Gray,Biography,161197785,Straight Outta Compton,R,8/14/2015,147,7.9,O'Shea Jackson Jr.,146861,Jonathan Herman,2015
The Hunger Games: Mockingjay - Part 2Jennifer Lawrence2015,160000000,Color Force,Color ForceUSA,USA,Francis Lawrence,Action,281723902,The Hunger Games: Mockingjay - Part 2,PG-13,11/20/2015,137,6.6,Jennifer Lawrence,212989,Peter Craig,2015
The VisitOlivia DeJonge2015,5000000,Blinding Edge Pictures,Blinding Edge PicturesUSA,USA,M. Night Shyamalan,Horror,65206105,The Visit,PG-13,9/11/2015,94,6.2,Olivia DeJonge,86781,M. Night Shyamalan,2015
The Age of AdalineBlake Lively2015,25000000,Lakeshore Entertainment,Lakeshore EntertainmentUSA,USA,Lee Toland Krieger,Drama,42478175,The Age of Adaline,PG-13,4/24/2015,112,7.2,Blake Lively,118727,J. Mills Goodloe,2015
